City,hotel_name,hotel_url,hotel_rating,hotel_description,hotel_address
Avignon,APPART HUMELS - SELF CHECKIN - AC CLIM - iNTRA MUROS - WIFI,https://www.booking.com/hotel/fr/nouveau-appart-humel-centre-ville-wifi.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaE2IAQGYAQm4ARfIAQzYAQHoAQGIAgGoAgO4AsHWlqIGwAIB0gIkZTU5NjhmNWEtMTk1Yi00OGEyLThmNWYtYzU2ZDNmMDU5MWZm2AIF4AIB&sid=4044a316139dbb224d418fbb7843881c&aid=304142&ucfs=1&arphpl=1&checkin=2023-07-23&checkout=2023-07-28&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=21&sr_order=popularity&srpvid=9796691c272d038a&srepoch=1690124218&all_sr_blocks=867458901_370426154_2_0_0&highlighted_blocks=867458901_370426154_2_0_0&matching_block_id=867458901_370426154_2_0_0&sr_pri_blocks=867458901_370426154_2_0_0__57317&from=searchresults#hotelTmpl,"9,1","Vous pouvez bénéficier d'une réduction Genius dans l'établissement APPART HUMELS - SELF CHECKIN - AC CLIM - iNTRA MUROS - WIFI ! Connectez-vous pour économiser.
 Doté d'une connexion Wi-Fi gratuite, l'APPART HUMELS - SELF CHECKIN - AC CLIM - iNTRA MUROS - WIFI est situé dans le centre d'Avignon, à moins de 1 km du palais des Papes et à 17 minutes à pied de la gare centrale. Cet appartement se trouve à 39 km de l'amphithéâtre d'Arles et à 46 km du parc des expositions de Nîmes.

Cet appartement comprend une chambre, une télévision à écran plat, un coin salon et une salle de bains pourvue d'une douche. Sa cuisine est équipée d'un réfrigérateur et d'un lave-vaisselle. Les serviettes et le linge de lit sont fournis.

La région est prisée pour pratiquer la randonnée.

Vous séjournerez à 6 km de la gare TGV d'Avignon et à 10 km du parc des expositions d'Avignon. L'aéroport d'Avignon-Provence, le plus proche, est implanté à 10 km. 




C'est le quartier préféré des voyageurs visitant Avignon, selon les commentaires clients indépendants.






En voir plus","
79 Rue Carreterie, 84000 Avignon, France
"
Avignon,Avignon Grand Hotel,https://www.booking.com/hotel/fr/avignongrandhotel.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaE2IAQGYAQm4ARfIAQzYAQHoAQGIAgGoAgO4AsHWlqIGwAIB0gIkZTU5NjhmNWEtMTk1Yi00OGEyLThmNWYtYzU2ZDNmMDU5MWZm2AIF4AIB&sid=4044a316139dbb224d418fbb7843881c&aid=304142&ucfs=1&arphpl=1&checkin=2023-07-23&checkout=2023-07-28&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&srpvid=9796691c272d038a&srepoch=1690124218&all_sr_blocks=5109518_88560044_0_2_0&highlighted_blocks=5109518_88560044_0_2_0&matching_block_id=5109518_88560044_0_2_0&sr_pri_blocks=5109518_88560044_0_2_0__107380&from=searchresults#hotelTmpl,"8,2","Vous pouvez bénéficier d'une réduction Genius dans l'établissement Avignon Grand Hotel ! Connectez-vous pour économiser.
 Doté d'une petite piscine sur le toit, l'Avignon Grand Hotel bénéficie d'un emplacement idéal à proximité directe des remparts médiévaux d'Avignon, à seulement 70 mètres de la gare centrale et à 15 minutes de marche du palais des Papes. Vous bénéficierez d'une connexion Wi-Fi gratuite dans l'ensemble des locaux.

Les chambres et suites non-fumeurs comprennent un coin salon, un coffre-fort, une télévision à écran plat et un plateau/bouilloire. Leur salle de bains est pourvue d'une baignoire, d'une douche et d'articles de toilette gratuits. Certaines suites possèdent un balcon ou une terrasse donnant sur le bâtiment de l'établissement, le jardin méditerranéen ou la ville fortifiée d'Avignon.

Le matin, vous dégusterez le petit-déjeuner sur la terrasse privée du jardin par beau temps ou dans la salle à manger munie de grandes fenêtres. Il pourra également vous être servi en chambre moyennant des frais supplémentaires. Le soir, vous aurez la possibilité de dîner au restaurant Le Saint Louis, à 300 mètres.

Lors de votre séjour à l'Avignon Grand Hotel, vous disposerez aussi d'une réception ouverte 24h/24 et d'un bar.

Enfin, vous rejoindrez le pont d'Avignon à 1,5 km de l'Avignon Grand Hotel. De plus, moyennant des frais supplémentaires, vous profiterez d'un parking souterrain public accessible directement depuis l'hôtel. 




C'est le quartier préféré des voyageurs visitant Avignon, selon les commentaires clients indépendants.






En voir plus","
34, bd Saint-Roch, 84000 Avignon, France
"
Avignon,Best Western Hôtel Le Paradou Avignon Sud.,https://www.booking.com/hotel/fr/paradouavignon.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaE2IAQGYAQm4ARfIAQzYAQHoAQGIAgGoAgO4AsHWlqIGwAIB0gIkZTU5NjhmNWEtMTk1Yi00OGEyLThmNWYtYzU2ZDNmMDU5MWZm2AIF4AIB&sid=4044a316139dbb224d418fbb7843881c&aid=304142&ucfs=1&arphpl=1&checkin=2023-07-23&checkout=2023-07-28&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&srpvid=9796691c272d038a&srepoch=1690124218&all_sr_blocks=5110529_366531055_2_34_0&highlighted_blocks=5110529_366531055_2_34_0&matching_block_id=5110529_366531055_2_34_0&sr_pri_blocks=5110529_366531055_2_34_0__47550&from=searchresults#hotelTmpl,"7,7","Le Best Western Hôtel Le Paradou Avignon Sud est situé dans un parc à Montfavet, au sud d’Avignon. Une connexion Wi-Fi haut débit est accessible gratuitement dans l’ensemble des locaux. L’hôtel se situe à 15 minutes en voiture du centre d’Avignon.

Offrant une vue sur la piscine ou le jardin, les chambres insonorisées possèdent la climatisation, une télévision par câble ainsi qu’une salle de bains privative avec une baignoire, des articles de toilette gratuits et un sèche-cheveux. 

Le restaurant de l’hôtel prépare des plats provençaux variés. Vous pourrez profiter d'un bar sur place.

La région est prisée des amateurs de golf. L’aéroport d’Avignon-Provence se trouve à proximité de l’hôtel. Un parking privé est disponible gratuitement sur place.

La réservation de plus de 4 chambres peut entraîner des conditions différentes et des suppléments. 








En voir plus","
85 Avenue Clément Ader - Zone de l'aéroport, 84140 Avignon, France
"
Avignon,Hotel Cristol,https://www.booking.com/hotel/fr/cristol-avignon-sud.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaE2IAQGYAQm4ARfIAQzYAQHoAQGIAgGoAgO4AsHWlqIGwAIB0gIkZTU5NjhmNWEtMTk1Yi00OGEyLThmNWYtYzU2ZDNmMDU5MWZm2AIF4AIB&sid=4044a316139dbb224d418fbb7843881c&aid=304142&ucfs=1&arphpl=1&checkin=2023-07-23&checkout=2023-07-28&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=popularity&srpvid=9796691c272d038a&srepoch=1690124218&all_sr_blocks=18058107_333972210_2_1_0&highlighted_blocks=18058107_333972210_2_1_0&matching_block_id=18058107_333972210_2_1_0&sr_pri_blocks=18058107_333972210_2_1_0__52650&from=searchresults#hotelTmpl,"6,3","Doté d'une terrasse entourée d'un grand jardin, l'Hotel Cristol bénéficie d'un emplacement idéal à l'entrée d'Avignon, à respectivement 15 et 20 minutes de route du célèbre pont d'Avignon et du palais des Papes.

Les chambres sont climatisées et disposent d'une télévision par câble, d'un téléphone ainsi que d'une connexion Wi-Fi gratuite. Leur salle de bains privative est pourvue d'une baignoire.

Un petit-déjeuner buffet à volonté est servi tous les matins moyennant des frais supplémentaires. Vous pourrez prendre votre petit-déjeuner à l'intérieur ou sur la terrasse par beau temps.

Un parking privé couvert et sécurisé est disponible sur place. L'Hotel Cristol est à 20 minutes de route de la gare TGV d'Avignon. L'aéroport le plus proche, celui de Marseille Provence, est accessible en 50 minutes en voiture. 






En voir plus","
204 Chemin De La Cristole, 84140 Avignon, France
"
Avignon,Chez Oma I 1 appartement indépendant OPI I 3 chambres privatives avec salle d eau et salon commun cuisine commune WC commun patio commun,https://www.booking.com/hotel/fr/chez-oma-avignon.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaE2IAQGYAQm4ARfIAQzYAQHoAQGIAgGoAgO4AsHWlqIGwAIB0gIkZTU5NjhmNWEtMTk1Yi00OGEyLThmNWYtYzU2ZDNmMDU5MWZm2AIF4AIB&sid=4044a316139dbb224d418fbb7843881c&aid=304142&ucfs=1&arphpl=1&checkin=2023-07-23&checkout=2023-07-28&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=9796691c272d038a&srepoch=1690124218&all_sr_blocks=870482501_355689725_2_0_0&highlighted_blocks=870482501_355689725_2_0_0&matching_block_id=870482501_355689725_2_0_0&sr_pri_blocks=870482501_355689725_2_0_0__44625&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"8,9","Situé à Avignon, à 1,8 km de la gare centrale et à 3,4 km du palais des Papes, l'établissement Chez Oma I 1 appartement indépendant OPI I 3 Chambres avec Salle de Bains Privative L'et salon commun cuisine commune WC commun patio commun propose des hébergements avec une connexion Wi-Fi gratuite, la climatisation, un salon commun et une terrasse.

Certains logements comprennent une cuisine équipée d'un réfrigérateur et d'un micro-ondes.

Vous séjournerez à 3,8 km de la gare TGV d'Avignon et à 7,5 km du parc des expositions d'Avignon. L'aéroport d'Avignon-Provence, le plus proche, est implanté à 7 km. 






En voir plus","
1 Avenue Louis Barthou, 84000 Avignon, France
"
Grenoble,Residhotel Grenette,https://www.booking.com/hotel/fr/le-royal-grenoble.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaE2IAQGYAQm4ARfIAQzYAQHoAQGIAgGoAgO4AsHWlqIGwAIB0gIkZTU5NjhmNWEtMTk1Yi00OGEyLThmNWYtYzU2ZDNmMDU5MWZm2AIF4AIB&sid=4044a316139dbb224d418fbb7843881c&aid=304142&ucfs=1&arphpl=1&checkin=2023-07-23&checkout=2023-07-28&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=b19c691c847f0043&srepoch=1690124218&all_sr_blocks=5476808_279781690_2_2_0&highlighted_blocks=5476808_279781690_2_2_0&matching_block_id=5476808_279781690_2_2_0&sr_pri_blocks=5476808_279781690_2_2_0__36750&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"7,5","Le Residhotel Grenette est situé dans le centre de Grenoble, à 3 minutes à pied de la place Victor Hugo. Il propose un hébergement indépendant avec une connexion Wi-Fi gratuite.

Chaque logement dispose d'une pièce à vivre avec un bureau et une télévision par câble. Leur kitchenette est équipée de plaques de cuisson, d'un micro-ondes, d'un réfrigérateur et d'une cafetière.

Le Residhotel propose un petit-déjeuner buffet quotidien servi dans la salle prévue à cet effet.

La Grenette se trouve à seulement 5 minutes à pied du centre historique de Grenoble et à 800 mètres de la gare. Le parking privé comporte un nombre limité de places de stationnement, attribuées moyennant un supplément, sous réserve de disponibilité et sur réservation. 




C'est le quartier préféré des voyageurs visitant Grenoble, selon les commentaires clients indépendants.








En voir plus","
12 Rue De Palanka, 38000 Grenoble, France
"
Marseille,Le Drip's,https://www.booking.com/hotel/fr/le-drip-39-s.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaE2IAQGYAQm4ARfIAQzYAQHoAQGIAgGoAgO4AsHWlqIGwAIB0gIkZTU5NjhmNWEtMTk1Yi00OGEyLThmNWYtYzU2ZDNmMDU5MWZm2AIF4AIB&sid=4044a316139dbb224d418fbb7843881c&aid=304142&ucfs=1&arphpl=1&checkin=2023-07-23&checkout=2023-07-28&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=a9bb691cac990094&srepoch=1690124218&all_sr_blocks=680878701_278078893_2_2_0&highlighted_blocks=680878701_278078893_2_2_0&matching_block_id=680878701_278078893_2_2_0&sr_pri_blocks=680878701_278078893_2_2_0__80240&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"8,2","Vous pouvez bénéficier d'une réduction Genius dans l'établissement Le Drip's ! Connectez-vous pour économiser.
 Situé à Marseille, à 1,8 km de la plage de la Vieille Chapelle, l’établissement Le Drip's propose des hébergements avec une salle de sport, une piscine extérieure ouverte en saison, un parking privé et un jardin. Doté d’une terrasse, cet hôtel 4 étoiles propose des chambres climatisées avec une connexion Wi-Fi gratuite et une salle de bains privative. Vous pourrez déguster des plats français et européens au restaurant ou prendre un cocktail au bar.

Chaque chambre est dotée d'un bureau et d'une télévision à écran plat, tandis que certaines sont munies d'un balcon. Tous les logements sont dotés d’une armoire et d’une bouilloire.

Un petit-déjeuner buffet est servi tous les jours au Drip’s.

Parlant français, anglais, espagnol et italien, le personnel de la réception se fera un plaisir de vous fournir des renseignements.

La plage de la Pointe Rouge et Bonneveine se trouvent à 1,9 km de l'hébergement. L’aéroport de Marseille-Provence, le plus proche, se situe à 30 km du Drip’s. 







En voir plus","
98 Avenue Elsa Triolet, 13008 Marseille, France
"
Aix en Provence,Adonis Aix en Provence,https://www.booking.com/hotel/fr/adonis-aix.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaE2IAQGYAQm4ARfIAQzYAQHoAQGIAgGoAgO4AsHWlqIGwAIB0gIkZTU5NjhmNWEtMTk1Yi00OGEyLThmNWYtYzU2ZDNmMDU5MWZm2AIF4AIB&sid=4044a316139dbb224d418fbb7843881c&aid=304142&ucfs=1&arphpl=1&checkin=2023-07-23&checkout=2023-07-28&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&srpvid=42c5691c6b3806d2&srepoch=1690124218&all_sr_blocks=87294505_363293923_0_2_0&highlighted_blocks=87294505_363293923_0_2_0&matching_block_id=87294505_363293923_0_2_0&sr_pri_blocks=87294505_363293923_0_2_0__39660&from=searchresults#hotelTmpl,"6,9","Vous pouvez bénéficier d'une réduction Genius dans l'établissement Adonis Aix en Provence ! Connectez-vous pour économiser.
 L’Adonis Aix en Provence vous accueille au pied du village provençal d’Éguilles, à côté d’un club de golf et à 10 minutes de route d’Aix-en-Provence. Cette résidence dispose d’un grand parc, d’une piscine extérieure ouverte en saison et d’un parking privé gratuit.

L’établissement vous propose 120 appartements et studios privés, dont certains communicants. Ils sont dotés d’un lit double ou de lits jumeaux et d’une télévision à écran plat. Leur kitchenette entièrement équipée comprend un réfrigérateur, un micro-ondes et des ustensiles de cuisine. Les salles de bains privatives sont pourvues d’articles de toilette gratuits.

Un petit-déjeuner buffet est servi tous les matins, entre 7h00 et 10h00.

La résidence se trouve à 25 minutes en voiture de l'aéroport Marseille Provence et la gare TGV d'Aix-en-Provence est accessible en 15 minutes de route. L’Adonis Aix en Provence est installé à proximité de grandes zones industrielles, comme les communes des Milles, de La Duranne, de Vitrolles et d’Éguilles. 








En voir plus","
CD10 route de Berre, 13510 Aix-en-Provence, France
"
Aix en Provence,Résidence Néméa Aix Campus 1,https://www.booking.com/hotel/fr/residence-nemea-aix-campus-1.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaE2IAQGYAQm4ARfIAQzYAQHoAQGIAgGoAgO4AsHWlqIGwAIB0gIkZTU5NjhmNWEtMTk1Yi00OGEyLThmNWYtYzU2ZDNmMDU5MWZm2AIF4AIB&sid=4044a316139dbb224d418fbb7843881c&aid=304142&ucfs=1&arphpl=1&checkin=2023-07-23&checkout=2023-07-28&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&srpvid=42c5691c6b3806d2&srepoch=1690124218&all_sr_blocks=352241401_178883180_2_0_0&highlighted_blocks=352241401_178883180_2_0_0&matching_block_id=352241401_178883180_2_0_0&sr_pri_blocks=352241401_178883180_2_0_0__32500&from=searchresults#hotelTmpl,"6,8","Dotée d'un salon commun, la Résidence Néméa Aix Campus 1 est située à Aix-en-Provence, à 29 km de la gare de Marseille Saint-Charles et de la station de métro Joliette. Vous bénéficierez gratuitement d'une connexion Wi-Fi dans l'ensemble des locaux et d'un parking privé sur place.

L'hébergement comprend une cuisine entièrement équipée avec un réfrigérateur et une machine à café, une télévision et une salle de bains privative avec douche.

Vous séjournerez à 30 km du centre commercial Les Terrasses du Port et de la station de métro Vieux Port. L'aéroport de Marseille-Provence, le plus proche, est implanté à 25 km. 







En voir plus","
6 Rue Jean Andreani, 13090 Aix-en-Provence, France
"
Aix en Provence,B&B HOTEL Aix-en-Provence Le Tholonet,https://www.booking.com/hotel/fr/le-tholonet.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaE2IAQGYAQm4ARfIAQzYAQHoAQGIAgGoAgO4AsHWlqIGwAIB0gIkZTU5NjhmNWEtMTk1Yi00OGEyLThmNWYtYzU2ZDNmMDU5MWZm2AIF4AIB&sid=4044a316139dbb224d418fbb7843881c&aid=304142&ucfs=1&arphpl=1&checkin=2023-07-23&checkout=2023-07-28&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=12&sr_order=popularity&srpvid=42c5691c6b3806d2&srepoch=1690124218&all_sr_blocks=147988102_90521283_0_0_0&highlighted_blocks=147988102_90521283_0_0_0&matching_block_id=147988102_90521283_0_0_0&sr_pri_blocks=147988102_90521283_0_0_0__33300&from=searchresults#hotelTmpl,"7,1","Doté d'une connexion Wi-Fi gratuite, le B&B Hotel Aix en Provence Le Tholonet est situé aux Artauds, à 25 km de Marseille. Un parking privé est disponible gratuitement sur place.

Chaque chambre de cet hôtel est climatisée et équipée d'une télévision à écran plat. La salle de bains privative est pourvue d'une douche.

Vous séjournerez à 3,5 km d'Aix-en-Provence et à 33 km de Cassis. L’aéroport de Marseille Provence, le plus proche, se trouve à 23 km du B&B Hotel Aix en Provence Le Tholonet. 





Chaîne hôtelière/marque:

B&B Hotels


En voir plus","
531 Avenue Paul Julien, 13100 Aix-en-Provence, France
"
Aix en Provence,Campanile Aix en Provence Ouest Jas-De-Bouffan,https://www.booking.com/hotel/fr/campanile-aix-en-provence-jas-de-bouffan.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaE2IAQGYAQm4ARfIAQzYAQHoAQGIAgGoAgO4AsHWlqIGwAIB0gIkZTU5NjhmNWEtMTk1Yi00OGEyLThmNWYtYzU2ZDNmMDU5MWZm2AIF4AIB&sid=4044a316139dbb224d418fbb7843881c&aid=304142&ucfs=1&arphpl=1&checkin=2023-07-23&checkout=2023-07-28&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=42c5691c6b3806d2&srepoch=1690124218&all_sr_blocks=23881_191421540_2_2_0&highlighted_blocks=23881_191421540_2_2_0&matching_block_id=23881_191421540_2_2_0&sr_pri_blocks=23881_191421540_2_2_0__54060&from=searchresults#hotelTmpl,"7,4","Installé dans un grand parc, à 3 km du cours Mirabeau et de la Rotonde d’Aix en Provence, le Campanile Aix en Provence Ouest Jas-De-Bouffan propose des hébergements climatisés avec une télévision par satellite et une connexion Wi-Fi gratuite.

Récemment rénovées, les chambres de l’hôtel sont dotées d'un plateau de bienvenue avec une bouilloire, du thé, du café et des pâtisseries. Elles comprennent également un bureau et une salle de bains privative.

Chaque jour, l’établissement sert un petit-déjeuner buffet et une cuisine régionale. Il met à votre disposition une salle de lecture avec des journaux gratuits.

Un parking privé est disponible gratuitement sur place. Vous logerez à seulement 15 minutes en voiture de la gare TGV et de l’aéroport Marseille Provence.

La ville d’Aix-en-Provence, réputée pour son patrimoine historique et culturel, attire chaque année des touristes venus du monde entier. Ancienne capitale de la Provence, Aix-en-Provence est probablement aujourd’hui l’une des plus belles villes d’art françaises, une ville de culture par excellence. À l’hôtel, vous profiterez d’un cadre accueillant et d’hébergements confortables à un bon rapport qualité/prix. Le personnel sur place fera de son mieux pour rendre votre séjour aussi agréable que possible.

Le Campanile Aix en Provence Ouest Jas-De-Bouffan possède également un parking, un bar, un restaurant, des salles de réunion, des aménagements pour les personnes à mobilité réduite et une réception ouverte 24h/24. 





L'établissement Campanile Aix en Provence Ouest Jas-De-Bouffan accueille des clients Booking.com depuis le 4 juin 2010.





En voir plus","
80 Route De Valcros, Zac De Jas-De-Bouffan, 13090 Aix-en-Provence, France
"
Aix en Provence,"Èrsextius, MG, Aix-en-Provence",https://www.booking.com/hotel/fr/ersextius-mg-aix-en-provence.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaE2IAQGYAQm4ARfIAQzYAQHoAQGIAgGoAgO4AsHWlqIGwAIB0gIkZTU5NjhmNWEtMTk1Yi00OGEyLThmNWYtYzU2ZDNmMDU5MWZm2AIF4AIB&sid=4044a316139dbb224d418fbb7843881c&aid=304142&ucfs=1&arphpl=1&checkin=2023-07-23&checkout=2023-07-28&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=9&sr_order=popularity&srpvid=42c5691c6b3806d2&srepoch=1690124218&all_sr_blocks=731864801_371157809_2_0_0&highlighted_blocks=731864801_371157809_2_0_0&matching_block_id=731864801_371157809_2_0_0&sr_pri_blocks=731864801_371157809_2_0_0__71310&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"7,5","Situé à 31 km de la station de métro Joliette et à 32 km du centre commercial Les Terrasses du Port, l'Èrsextius, MG, Aix-en-Provence propose un hébergement dans un quartier central d'Aix-en-Provence. Cet hébergement climatisé se trouve à 31 km de la gare de Marseille-Saint-Charles. Vous bénéficierez d'un parking privé sur place et d'une connexion Wi-Fi gratuite.

Offrant une vue sur la ville, cet appartement comprend une télévision par câble à écran plat, une cuisine bien équipée avec un réfrigérateur, un four et un micro-ondes, ainsi qu'une salle de bains pourvue d'une douche et d'articles de toilette gratuits.

Vous séjournerez à 32 km de la station de métro Vieux Port et du musée des civilisations de l'Europe et de la Méditerranée. L'aéroport de Marseille-Provence, le plus proche, est implanté à 27 km. 





Les couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de 9,4 pour un séjour à deux.




L'établissement Èrsextius, MG, Aix-en-Provence accueille des clients Booking.com depuis le 13 mai 2021.



En voir plus","
4 Rue Frédéric Mistral, 13100 Aix-en-Provence, France
"
Aix en Provence,Hôtel Escaletto,https://www.booking.com/hotel/fr/hotel-escaletto.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaE2IAQGYAQm4ARfIAQzYAQHoAQGIAgGoAgO4AsHWlqIGwAIB0gIkZTU5NjhmNWEtMTk1Yi00OGEyLThmNWYtYzU2ZDNmMDU5MWZm2AIF4AIB&sid=4044a316139dbb224d418fbb7843881c&aid=304142&ucfs=1&arphpl=1&checkin=2023-07-23&checkout=2023-07-28&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=10&sr_order=popularity&srpvid=42c5691c6b3806d2&srepoch=1690124218&all_sr_blocks=5847702_106939974_0_2_0&highlighted_blocks=5847702_106939974_0_2_0&matching_block_id=5847702_106939974_0_2_0&sr_pri_blocks=5847702_106939974_0_2_0__78560&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"8,4","Vous pouvez bénéficier d'une réduction Genius dans l'établissement Hôtel Escaletto ! Connectez-vous pour économiser.
 Établissement 3 étoiles, l’Hôtel Escaletto vous accueille dans le centre-ville d’Aix-en-Provence, à 1 minute à pied des Thermes Sextius et à 550 mètres du cours Mirabeau. Une connexion Wi-Fi est disponible gratuitement.

Aménagées dans un style contemporain, les chambres bénéficient d’une terrasse offrant une vue panoramique sur la ville et la montagne Sainte-Victoire.

Chaque matin, vous pourrez savourer un petit-déjeuner buffet. La connexion Wi-Fi gratuite est accessible dans l’ensemble de l’hôtel.

Doté d’une réception ouverte 24h/24, l’Hôtel Escaletto offre un accès facile à toutes les principales attractions touristiques
d’Aix-en-Provence. 




C'est le quartier préféré des voyageurs visitant Aix-en-Provence, selon les commentaires clients indépendants.





L'établissement Hôtel Escaletto accueille des clients Booking.com depuis le 9 sept. 2009.



En voir plus","
74, cours Sextius, 13100 Aix-en-Provence, France
"
Aix en Provence,Aquabella Hôtel & Spa,https://www.booking.com/hotel/fr/hotel-aquabella.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaE2IAQGYAQm4ARfIAQzYAQHoAQGIAgGoAgO4AsHWlqIGwAIB0gIkZTU5NjhmNWEtMTk1Yi00OGEyLThmNWYtYzU2ZDNmMDU5MWZm2AIF4AIB&sid=4044a316139dbb224d418fbb7843881c&aid=304142&ucfs=1&arphpl=1&checkin=2023-07-23&checkout=2023-07-28&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=8&sr_order=popularity&srpvid=42c5691c6b3806d2&srepoch=1690124218&all_sr_blocks=78419_160330670_0_34_0&highlighted_blocks=78419_160330670_0_34_0&matching_block_id=78419_160330670_0_34_0&sr_pri_blocks=78419_160330670_0_34_0__120270&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"8,4","Entouré d'un magnifique jardin, l'Aquabella propose des chambres de style provençal ainsi qu'un accès gratuit au spa. Il est situé dans le centre d'Aix-en-Provence, à quelques pas de la vieille ville.

Les chambres de l'Aquabella sont toutes climatisées et équipées d'une connexion Wi-Fi gratuite ainsi que d'un minibar. Des peignoirs sont également fournis.

Vous pourrez déguster une cuisine méditerranéenne au restaurant de l'hôtel, L'Orangerie. Pendant les mois d'été, La Terrasse de la Tour, le restaurant-gril de l'établissement situé en plein air, sert des grillades et des salades au bord de la piscine extérieure.

Vous pourrez vous détendre au spa Sensoriel de l'Aquabella. Vous aurez accès au sauna, au hammam et au bain à remous. Vous y trouverez également une douche Kneipp et une fontaine de glace.

Vous trouverez un parking public à seulement 50 mètres, accessible moyennant un supplément. 




C'est le quartier préféré des voyageurs visitant Aix-en-Provence, selon les commentaires clients indépendants.






En voir plus","
2, Rue des Etuves, 13100 Aix-en-Provence, France
"
Aix en Provence,Odalys City Aix en Provence L'Atrium,https://www.booking.com/hotel/fr/atrium-d-anaite.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaE2IAQGYAQm4ARfIAQzYAQHoAQGIAgGoAgO4AsHWlqIGwAIB0gIkZTU5NjhmNWEtMTk1Yi00OGEyLThmNWYtYzU2ZDNmMDU5MWZm2AIF4AIB&sid=4044a316139dbb224d418fbb7843881c&aid=304142&ucfs=1&arphpl=1&checkin=2023-07-23&checkout=2023-07-28&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&srpvid=42c5691c6b3806d2&srepoch=1690124218&all_sr_blocks=5407401_344478088_2_34_0&highlighted_blocks=5407401_344478088_2_34_0&matching_block_id=5407401_344478088_2_34_0&sr_pri_blocks=5407401_344478088_2_34_0__45760&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"6,8","Situé à Aix-en-Provence, l’Odalys City Aix en Provence L'Atrium propose des appartements offrant 1 chambre et des studios indépendants dotés d’une connexion Wi-Fi gratuite. Le centre-ville historique et la gare sont à 10 minutes de marche, tandis que les boutiques du cours Mirabeau sont à 5 minutes à pied.

Les studios et les appartements disposent d'une télévision par câble satellite à écran plat. Leur salle de bains privative comprend une baignoire ou une douche. Leur kitchenette est équipée de plaques de cuisson, d'un micro-ondes et d'un réfrigérateur.

Moyennant un supplément, vous pourrez déguster un petit-déjeuner complet dans la salle prévue à cet effet.

Vous séjournerez à 30 minutes en voiture de la montagne Sainte-Victoire et à 4 minutes à pied du musée Granet. La gare d'Aix-en-Provence se trouve à 10 minutes de marche de l’établissement. L'aéroport de Marseille Provence, quant à lui, est situé à 25 minutes de route. Un parking privé est disponible sur place, moyennant un supplément et sous réserve de disponibilité.

Le restaurant Francesca est ouvert pour le déjeuner ou le dîner, et se situe juste au pied de l'hôtel. 




C'est le quartier préféré des voyageurs visitant Aix-en-Provence, selon les commentaires clients indépendants.








En voir plus","
15 Cours Gambetta - Espace Forbin, 13100 Aix-en-Provence, France
"
